Gene.Name.Corresponding.To.Protein	LFQ.intensity.ERp_A_103	LFQ.intensity.ERp_A_104	LFQ.intensity.ERp_A_110	LFQ.intensity.ERp_A_123	LFQ.intensity.ERp_A_137	LFQ.intensity.ERp_A_138	LFQ.intensity.ERp_A_143	LFQ.intensity.ERp_A_144	LFQ.intensity.ERp_A_164	LFQ.intensity.TNBC_10	LFQ.intensity.TNBC_107	LFQ.intensity.TNBC_108	LFQ.intensity.TNBC_12	LFQ.intensity.TNBC_153	LFQ.intensity.TNBC_178	LFQ.intensity.TNBC_188	LFQ.intensity.TNBC_203	LFQ.intensity.TNBC_21
CYFIP1	16.36056	17.12029	16.75684	16.63016	19.243	16.46616	18.77121	16.53795	19.42257	19.92923	19.68682	18.34746	15.69004	19.02818	19.53224	19.02702	20.17731	18.76237
VPS35	18.23093	15.90438	15.79546	20.03819	18.73991	17.78142	17.03094	18.93012	17.21956	16.57553	19.13726	18.88348	19.04974	18.63446	19.2389	19.32917	19.1671	19.93962
PYGM	19.57552	19.49917	26.45468	20.50028	16.06286	15.80333	17.0047	19.24581	16.52856	19.0729	17.38983	18.67731	18.69798	19.73265	16.19246	18.98025	15.41445	19.19424
CA2	22.12742	16.36042	21.90998	20.21478	20.97764	16.56944	21.08712	23.69221	20.44334	16.69253	21.80317	18.72484	20.95539	17.6187	21.34743	20.64412	20.77507	16.17838
VDAC1	17.08627	17.00341	21.05768	20.35563	19.31664	16.46789	18.27107	21.3303	17.29785	19.9035	19.81688	19.07269	19.88933	18.11777	16.2622	19.25183	20.64368	20.2024
CPT1A	15.75138	20.27742	20.05762	19.42025	19.7154	21.55726	21.11769	19.89897	16.54968	16.9576	18.93693	17.01324	19.66827	16.28881	18.49185	19.88858	19.56257	19.34648
NHP2L1	18.02616	16.50336	17.06325	19.02905	19.6636	17.04625	15.55574	19.62651	16.51487	16.67186	16.15379	19.21008	19.08496	18.58802	17.85811	19.30347	20.47398	18.52221
RAB25	19.03827	16.48931	15.88709	19.02332	19.05952	15.8503	17.71082	17.25801	18.95651	18.08026	17.5648	17.12676	19.41268	15.786	17.7009	20.79828	19.43047	19.39743
SF3B2	18.4287	17.48309	17.48461	19.65894	20.23058	19.05051	15.81069	19.32457	18.29397	16.77904	17.70765	19.46278	19.27592	18.60328	18.95742	18.64593	19.80499	21.87245
HIST3H2BB	15.5022	17.79874	16.44004	19.59827	19.58393	18.97222	16.99714	17.42808	17.82991	20.83761	17.07953	18.79376	19.61313	18.71964	17.5326	18.44984	16.62641	19.17838
TBCB	17.12202	16.91577	17.34473	21.87523	19.58312	15.886	16.8617	20.88606	16.83433	15.88987	17.87616	21.83977	16.15367	17.66678	15.44335	18.15561	18.85108	19.6825
DIABLO	16.13913	19.59253	17.9194	17.07911	18.34503	17.15819	18.74189	20.23678	19.58562	17.0721	18.84693	18.40508	20.45242	16.56139	17.9337	19.23423	19.97211	18.58685
FAM120A	19.60892	16.30809	15.99751	19.98524	18.9856	16.69127	19.53792	19.11652	19.04025	16.99031	17.12987	18.87132	19.99272	16.55633	16.21081	18.21916	18.69564	18.73152
NQO1	19.16764	16.98288	17.96449	17.47706	19.59749	17.64853	18.74855	16.6601	22.04983	15.43382	20.55291	17.11502	21.84575	17.61447	15.22146	21.31324	19.10278	17.86744
NDUFA10	18.91791	16.04632	18.79468	18.88884	18.85711	16.96275	18.36359	19.91761	15.91875	16.56927	17.61341	19.3992	16.53353	17.2087	17.58674	20.1818	19.16531	16.26874
TMED4	19.85317	16.14823	15.57115	18.55	18.78886	16.15321	15.66134	19.22654	16.28157	16.88739	18.68079	18.22416	18.21741	15.44653	16.56372	16.31321	18.697	17.27449
RCC1	18.56637	16.47029	19.51793	16.6036	19.47718	17.11496	16.68398	18.96981	19.27068	19.64153	18.96995	19.72494	20.17341	18.91216	19.52993	19.14659	21.18429	19.7508
NACA	16.33346	17.24253	20.76361	20.73207	19.94321	16.25586	16.29958	19.85863	16.67318	20.15091	18.96584	20.89023	19.02586	20.43604	19.57482	19.79006	20.46104	15.81604
NPEPPS	17.05597	16.43819	18.38655	21.23987	19.51445	15.67576	16.78321	21.6001	16.07953	16.51797	15.61005	19.64179	18.92946	16.5175	18.45856	20.64227	19.52197	18.73919
COL18A1	19.11923	17.09307	19.88843	20.96452	20.85163	20.87215	16.49775	18.6453	16.01649	18.40532	20.01318	20.20824	19.1342	16.3135	18.01247	19.06771	18.94895	18.44326
PARVA	18.62948	18.94215	15.47293	16.53334	17.06718	16.32158	18.90795	17.28075	18.2029	18.00328	20.42234	17.20428	18.78309	17.73734	17.44459	17.23613	15.89576	18.23027
TMPO	15.66594	14.90508	16.40574	19.52074	20.90073	18.12626	16.82399	20.26625	17.74312	19.29952	19.64037	21.48562	18.13766	16.83102	15.45728	20.59286	20.47279	19.44571
SRSF10	18.80983	19.78588	16.512	20.23374	20.4715	21.15845	19.82036	19.32591	19.03187	16.9764	16.60715	20.37729	19.73248	19.03679	18.93988	19.07661	18.66896	17.38945
GSTM1	17.40681	19.75281	18.90792	18.40316	19.89538	16.2302	21.68145	21.55693	19.84144	17.34536	17.1802	15.83992	20.91254	16.55083	16.76404	18.29203	17.7121	17.12616
ATP6V1B2	19.37795	17.29711	18.01868	19.41421	16.80923	16.37461	19.59286	19.10206	18.83105	19.83345	19.26879	20.19701	17.7602	19.38347	19.687	19.69712	19.40622	19.7106
PSMC2	16.15447	16.92449	18.47789	20.19352	18.54555	15.83292	17.28979	19.3111	17.58299	18.15071	17.19969	19.58037	19.29728	17.73628	18.49264	19.62639	20.5147	19.35939
COPA	16.74383	16.7764	18.40508	21.17798	18.76626	16.90567	19.11741	18.09424	18.75574	16.54147	19.06276	18.87096	17.43013	16.06544	19.40589	19.62259	19.29907	18.54132
RAC1	19.62617	18.50518	17.43287	19.45683	20.34082	16.06821	18.59572	19.07788	16.55573	15.69472	19.37702	19.68909	18.88005	18.39255	18.50537	19.73087	18.91963	18.49021
HIST2H3PS2	21.16552	16.67704	17.46977	16.79597	19.84455	20.48168	21.85118	20.67435	21.96056	20.91401	19.80324	18.46008	20.75947	20.64051	21.00045	20.79915	19.57893	18.65927
HSD17B8	17.17702	16.50131	19.0868	19.25569	17.86121	19.00459	18.8773	19.63743	16.14757	16.9065	17.80688	17.18283	16.83095	16.43227	16.15512	16.69891	15.54278	16.62387
H2AFY2	18.74675	18.74967	18.68178	18.31057	18.74849	18.48109	16.06462	16.40486	18.80813	20.66856	16.78852	20.48993	22.60957	15.47302	15.71259	19.33092	17.35784	17.2047
RUVBL1	18.88837	15.87721	16.97248	19.07256	19.44247	15.9812	16.78122	18.98596	18.79433	18.41609	18.60989	19.30359	18.76591	19.73925	16.87072	18.76448	20.34245	19.65451
RAC2	16.88385	15.80101	17.26611	20.60087	19.62489	15.41756	18.80329	20.10904	15.8477	19.11685	20.39916	21.49341	19.45318	19.9259	19.7718	20.77443	20.02634	18.96429
DDAH1	18.80032	20.53971	19.19044	18.5247	19.19518	19.16145	20.80963	20.2111	18.99223	19.36478	16.44406	16.88596	18.84821	18.99198	17.93658	19.09504	17.80549	19.56709
HADH	18.46563	16.06319	20.32444	19.30026	19.12687	16.36249	16.08426	20.64887	17.48544	16.7264	19.58219	18.57899	18.44054	17.08022	18.51543	20.65814	18.45097	18.40412
EPB41L2	16.44062	20.4405	16.90098	18.85102	18.06239	19.88116	19.23939	16.83601	15.60734	15.51732	18.62585	18.67528	19.36519	17.45215	19.40018	17.47369	20.8271	19.54578
TRMT112	20.12679	16.75865	15.28041	19.67328	18.89563	16.50258	19.99424	19.7073	15.85346	18.18524	18.24149	19.74588	18.47104	20.27855	19.06113	19.76435	18.55951	18.40989
MECP2	16.65391	15.94	16.42526	18.18137	17.25615	16.65289	16.15574	19.18258	18.75535	20.25592	18.48247	19.28091	20.29894	17.29689	16.67852	17.87849	16.84708	19.38058
CNPY2	18.68209	16.08152	16.26073	19.19957	19.03926	15.95656	17.66622	17.20295	18.85127	15.90062	18.72956	19.55155	17.26698	20.00676	16.82722	17.5964	18.51999	19.06405
NDUFB2	16.19103	18.75835	18.68264	17.55807	18.49193	19.1432	19.70077	19.08657	18.01296	18.52348	19.44298	18.20881	17.95997	18.26961	18.66369	18.77587	16.8114	18.95276
PRMT5	16.58047	17.56895	20.48267	20.78141	21.71469	16.1545	17.7258	16.62957	16.14575	20.53659	21.19232	20.23608	20.77708	20.99542	20.81449	21.56463	16.44199	20.07313
MPO	19.72239	16.02335	17.17777	16.23695	16.90065	22.09139	17.94929	21.3954	20.59067	23.27583	24.9136	24.01954	18.3184	15.78	25.36289	22.42163	21.66001	23.22894
FH	19.16357	15.7305	19.3173	20.04833	19.69561	17.00703	16.01096	19.99231	20.78277	17.11743	20.4807	20.12225	21.03885	16.73207	18.59051	20.44374	21.1673	20.69897
PIP	22.64823	18.97363	20.99762	16.60569	22.91707	23.76152	22.51063	16.98798	22.38353	21.38801	19.12199	17.66134	17.0963	16.89096	16.61666	17.35222	17.20397	16.72494
DARS	19.12745	16.83754	16.43357	20.32345	19.66404	16.64605	19.7187	20.30753	19.45264	20.15054	19.74233	20.34949	20.61441	19.43846	19.99466	19.66232	20.68029	20.63183
ARSA	19.45075	16.90789	15.92717	18.54706	18.48813	17.62975	18.33961	16.96635	20.10929	16.93284	19.66277	16.68438	17.03294	16.69943	16.45909	19.47259	17.80851	15.30033
PDLIM4	19.36412	15.8669	17.92822	19.41658	16.64689	14.70487	20.37146	18.94512	19.21362	15.74562	18.78612	19.0486	19.47939	19.64137	18.63165	15.99565	17.44904	16.66269
FMOD	21.2916	19.45083	18.75232	15.62189	17.43911	18.51768	22.72692	19.7397	17.24529	18.72441	18.82575	17.00668	15.69944	18.88771	16.147	15.20034	16.86621	18.53647
CKAP4	19.09494	22.06707	17.79259	20.56551	16.6641	15.88786	16.39037	17.95214	18.08716	16.83886	17.49826	17.26224	15.4297	19.45171	18.70428	20.56598	19.72482	19.28967
SF3B3	19.14525	16.72842	15.82793	19.84555	19.91765	16.76964	16.34471	19.34951	16.36767	19.53678	19.67428	20.31208	20.22858	17.98494	17.56614	19.63663	19.87664	20.34191
HLA-DRB1	18.64973	20.64992	18.61529	19.69622	22.06658	16.57688	16.32808	20.39676	18.89581	19.7943	21.59833	20.66536	19.31371	19.43111	21.68385	19.3363	18.09651	18.5585
VWA1	18.21594	17.34587	15.33225	15.93542	15.34641	16.85963	17.60639	16.55444	18.65176	18.63775	17.76681	17.82078	18.95086	19.22779	18.50017	17.54781	17.08036	15.67922
HEATR2	17.58666	17.30834	17.91485	17.64864	15.2254	17.16351	16.91392	18.61662	15.4627	14.83313	17.6969	16.8776	16.07315	17.1946	17.51399	17.75968	16.24063	18.24948
CYB5R1	16.80285	17.98715	19.69987	19.95844	19.56082	15.9346	18.97483	19.95546	18.5281	19.67685	15.69927	19.21724	20.44688	16.88917	16.95356	18.70421	17.20094	18.92271
AK3	17.02704	17.16026	19.95049	16.94887	19.4318	17.23391	16.78644	19.15447	19.04324	16.87068	19.89054	16.38005	19.9655	16.31146	18.52784	19.32575	19.23372	20.48099
NCAPG2	24.82508	24.93094	24.22964	23.78247	22.25739	26.07243	24.95757	21.82656	23.44101	24.16016	22.81184	15.72717	23.9778	23.28475	22.54239	21.10706	15.67991	23.34733
MAN2B1	18.61011	19.53596	15.43581	16.45438	18.26403	16.20873	16.79551	19.31705	19.44322	19.41345	19.33287	19.91276	17.65972	20.24307	19.00292	20.62051	18.38216	18.72344
SHMT2	17.08112	15.97658	15.68015	19.45117	16.37401	16.77003	16.42392	19.91259	20.32301	19.33998	22.24345	20.59814	20.15091	19.93148	19.52839	20.10674	20.503	22.03825
FGG	19.71612	16.70503	20.06592	17.29966	20.09584	20.63671	15.2959	21.54014	18.79494	18.0369	21.92082	18.79071	16.42376	19.13416	21.42122	17.20638	20.896	18.98457
HMGN1	18.93226	16.61805	17.90566	18.80801	18.4807	19.05139	18.1325	20.29019	18.9346	16.81366	16.44519	18.23238	19.74868	19.85159	17.21836	18.71549	16.52132	18.00256
ADH1B	18.67135	19.61895	23.07285	19.31652	20.62988	21.48272	19.29981	19.7633	16.68755	18.13416	19.76665	19.26121	20.15202	18.41757	16.31793	17.79728	18.02128	18.28247
ARPC1B	19.23451	21.06809	19.45674	20.30229	19.59162	16.51369	19.76985	20.38827	15.54507	19.02861	19.62296	21.44223	20.24725	19.85951	20.94192	19.85047	20.39341	20.29883
CALU	19.87828	19.62028	19.31535	18.86097	19.27324	16.69589	17.6575	18.67307	17.61307	19.4185	19.97841	19.45814	20.37751	20.63396	19.32111	15.95966	21.88506	20.42829
RAB3D	19.02502	16.7324	16.31754	15.89901	20.4052	19.24151	18.99109	18.76429	19.00643	16.59984	18.18558	18.42497	15.18276	19.29361	19.27581	20.0058	18.42747	19.41798
EML2	17.47287	16.19115	20.58884	20.59878	20.45362	17.06598	19.65328	19.40784	19.86198	15.41016	18.46495	19.39939	20.32246	17.45772	16.38499	16.16698	17.59769	17.96353
CKB	20.27537	21.35386	18.10375	21.98197	20.84835	21.90489	19.3845	18.68596	20.05019	17.32917	16.77245	17.81784	20.00662	20.95992	21.17152	16.45015	23.07527	16.56933
ITGA2	21.00422	15.56652	21.68157	21.49091	22.05993	22.01103	20.79749	21.93038	21.23228	20.57348	21.86488	22.05096	21.17274	21.43903	21.4441	21.73756	20.90647	21.09976
GPX4	17.7811	18.50758	17.64175	16.4477	17.68989	15.39698	15.65482	18.50901	19.19439	15.04284	17.48605	18.81791	15.60281	19.59567	18.21949	18.46084	19.05701	16.88191
HADHA	17.83393	15.65983	19.55405	21.16662	16.80975	17.50061	16.93077	20.24551	16.91053	16.73058	21.28031	20.30608	19.59133	17.1112	19.61054	23.02825	21.92875	19.93977
EIF2S3	18.75603	20.3186	16.26732	20.14793	19.95504	16.53074	19.73251	20.64368	20.04193	20.44678	20.64755	21.20807	20.77032	20.1342	20.18761	20.53174	20.81652	21.68804
IQGAP1	19.09048	16.58803	18.80183	21.22022	20.02797	18.97558	16.75561	20.39812	15.65303	19.19568	19.46306	19.9999	20.11972	19.67649	19.59438	19.46979	19.87984	19.8746
ST13	18.74442	16.16854	16.88626	18.72407	18.72983	15.39036	18.06823	18.83522	16.85699	19.11764	18.66136	19.0052	18.37008	20.00949	19.18367	19.43004	19.65932	20.62221
NAPA	17.19842	17.51171	18.39528	16.41632	18.69292	15.9209	18.83877	19.09365	18.20347	17.07082	17.59361	19.11601	19.51905	19.86976	18.82205	19.08007	19.2231	18.87544
NAP1L4	18.9776	17.59477	17.17455	19.31232	19.28272	17.2031	16.41914	20.3165	17.21058	16.64726	16.55719	19.69892	20.01577	16.67101	18.26637	19.14163	19.52269	20.43746
ARCN1	18.78299	15.53138	17.39675	20.84957	20.02391	20.05338	16.86519	19.23741	19.4594	17.55457	20.41369	20.12742	19.29471	19.45942	19.82428	20.77652	20.03241	20.01441
CMPK	19.48365	18.5278	19.81727	19.5882	20.19304	17.46326	20.17524	20.71674	16.16633	15.37307	19.11067	20.05338	19.02212	20.8233	18.85972	18.05086	21.35041	21.27264
COMP	21.71389	21.09886	21.41411	21.51398	15.89284	21.53957	22.64218	17.89018	17.04488	16.72052	16.37507	15.6855	18.78561	19.76953	15.25255	15.50132	17.08021	16.67055
RBM39	17.9932	15.81812	16.25024	20.8443	19.7471	15.00117	18.42968	19.46302	19.73299	17.72381	15.96828	20.66188	17.92126	19.64297	18.35973	19.56162	20.06986	18.32602
TCEB1	18.99137	16.75225	18.53005	17.80038	18.63885	17.51761	18.28586	20.63405	18.67945	18.27148	18.0568	19.08441	19.77454	19.10052	18.51568	19.15642	19.11749	18.84586
RBBP7	16.78194	19.6422	16.74442	18.98382	19.85567	17.66111	19.85377	20.10124	16.38207	19.75731	20.224	20.66162	19.80079	20.04487	19.03472	19.4636	19.28911	20.59195
EIF3A	15.93672	16.42801	21.14376	21.59846	20.61684	21.83268	21.44501	20.68269	15.68515	21.15103	20.3218	21.20646	16.93161	21.2465	21.43995	19.12444	21.83368	20.42388
UBAP2L	17.80593	16.48378	16.91708	18.50467	18.21921	16.21187	17.08332	18.77337	18.42509	18.47785	16.84867	17.92202	19.32913	18.83139	18.00826	18.79579	17.87322	19.27319
HEXA	19.23505	16.64888	15.44321	18.7376	19.5688	16.3001	18.80746	19.55703	18.80243	16.56029	17.16707	16.27081	16.59164	19.59045	16.1808	19.68953	17.78405	17.82364
PSMD11	18.95906	15.82635	16.595	18.56637	18.78769	15.60109	19.35774	19.40676	19.54753	16.22692	17.30777	18.74488	20.0446	15.90827	16.15155	18.69026	20.96691	20.76555
FKBP2	18.36158	16.40672	17.9081	18.6441	19.13839	18.72863	18.5099	18.7888	16.82446	19.1329	19.62852	19.32298	16.69802	18.92422	19.32652	19.64651	19.37662	18.96804
MAT2A	19.15393	17.5206	17.41018	19.61216	18.95802	16.95256	17.00694	19.66294	19.25571	19.73258	19.78829	20.21738	20.10482	19.02169	19.50915	19.21457	19.52784	19.88568
PSMC4	17.08468	17.97956	17.22225	18.6358	18.28537	15.9089	19.2552	19.05033	16.8008	17.15869	19.5461	19.97225	19.16093	17.57071	19.57228	18.85246	19.59929	20.48817
RHOA	19.72439	15.63769	20.18773	20.19532	19.96325	16.4509	20.07444	20.39079	16.91519	19.11518	20.67866	21.4865	19.53727	20.04394	19.26856	19.18287	20.46304	18.48145
HSPG2	19.76344	15.85466	22.04293	22.26066	20.29625	21.13859	18.98965	16.7032	20.27321	15.72016	15.54798	16.88628	16.31981	15.41696	15.96682	15.8119	18.70739	15.64287
COL10A1	18.82737	14.93782	15.45501	19.41967	19.24121	20.69659	17.88899	17.03874	18.97144	18.74054	16.97997	18.09624	19.23297	19.02283	16.77005	16.32826	15.85999	16.36992
NME3	19.19847	17.33032	19.09107	19.89321	19.43986	19.24683	19.26758	21.20162	19.35346	16.5213	19.52288	18.83827	19.64569	15.87851	15.94616	16.04598	18.91984	17.12365
DYNC1H1	16.48319	18.84482	16.95451	21.42224	17.21656	15.8647	17.58798	19.02726	19.01966	19.50434	18.85044	18.22313	16.29903	18.49915	18.87592	19.25294	20.85833	20.82338
AGR3	21.47497	20.03349	21.1322	20.39519	17.423	19.96804	20.80081	19.2846	17.37493	15.69607	14.66062	16.59452	18.28265	16.48812	15.98336	17.16657	17.05989	16.76526
GMPPA	18.42119	16.88161	18.82037	15.56545	18.57248	16.26481	19.39985	18.61881	18.31703	18.25939	18.24405	18.7603	17.92521	17.71001	18.10631	18.41907	18.32096	18.63534
VAPA	15.95988	16.70753	19.4582	20.12704	18.66188	18.12212	17.71143	18.33995	18.56559	19.07146	18.04937	18.55544	19.20254	18.62049	18.4582	19.23472	19.73846	19.56054
TUBA4A	17.25089	16.67081	20.53943	20.46702	19.97911	17.54321	20.02269	20.90242	16.84468	16.31533	20.80625	20.03591	17.33787	19.78125	20.46364	19.6326	17.36325	17.20696
NDUFS1	17.42374	16.0909	19.06284	19.19453	18.77169	16.20446	18.81196	20.13934	19.9648	18.83016	18.4754	19.32575	19.11378	17.85745	17.92178	20.40997	19.13899	20.18954
PCNP	18.51349	19.29601	16.75364	17.23032	20.47437	21.46872	19.42487	18.09872	20.81441	20.33473	17.936	17.09569	19.73676	19.32067	18.56347	18.16654	19.2018	19.47269
MUC1	23.60851	21.93398	23.07428	22.07486	22.18362	22.58953	22.70809	19.37973	21.70708	20.8205	21.57967	22.37143	20.3722	16.1962	20.48729	17.04707	22.01089	20.49989
C11orf67	19.96677	16.99347	20.89711	16.62897	19.39864	16.36613	19.78481	19.66652	18.67121	17.12139	16.8657	17.87865	16.34133	17.1458	15.67833	20.18846	17.29197	16.58053
FUS	17.40183	15.50502	17.81853	21.41457	20.65796	20.12275	17.60863	21.08128	16.48781	17.08829	20.52104	21.74431	19.29082	19.49009	20.46991	17.66456	20.84	19.89227
NUDT21	19.09264	17.11935	19.19693	19.57015	20.23316	17.13665	19.63865	20.82423	20.2513	19.5235	18.89623	20.65701	18.96913	19.83346	19.74973	20.33974	19.00917	19.1317
PNP	17.17462	16.87414	19.35911	20.18095	20.84353	16.4092	16.81673	20.39603	19.16145	19.09122	21.2321	21.20604	20.10124	20.95844	20.99873	20.80696	21.02641	19.86165
SLC4A1	19.86727	16.3463	21.08622	19.63593	21.19785	19.43286	15.62991	20.45433	15.9338	15.9772	22.7545	20.0418	20.25465	17.68195	19.22204	17.12263	17.58175	16.08667
RPLP2	19.43245	16.85399	21.43843	21.51408	21.63909	20.6063	18.27789	20.48738	16.43938	15.76578	20.27583	21.13326	19.23063	20.73579	19.38633	20.10111	20.34938	16.51608
EPRS	15.03968	15.677	23.24085	21.36239	21.80381	23.56011	20.76854	20.02918	21.18453	21.12521	21.42173	18.58355	20.2995	20.73314	20.65088	20.70776	20.31063	21.27793
SRM	18.01607	18.51792	17.71001	17.8773	17.63013	17.07621	18.37933	17.64555	16.83093	17.90083	17.423	18.972	17.00196	20.03859	19.14922	18.45611	18.75919	18.21105
DDT	19.53326	15.9838	20.63848	19.36841	20.51912	20.48915	17.20952	19.77594	18.54521	18.05733	19.60597	18.37632	17.66511	20.17194	19.57926	17.87208	18.18282	17.00426
ETFB	19.98301	17.26149	21.61023	20.65316	19.7779	17.02667	15.52563	21.6193	17.22744	17.53467	20.7357	21.29086	21.29704	21.26968	20.48944	20.05139	19.57867	18.99098
USP5	19.39864	16.73279	16.03433	20.2006	19.94263	20.3154	16.09769	20.32389	19.55981	18.98465	20.17633	20.48089	20.15931	19.35018	19.22971	19.2457	19.54429	16.86433
PSMC1	16.6594	18.11185	17.11511	19.90057	18.3849	16.2911	17.832	19.89909	18.915	16.94555	19.11037	19.80385	17.9938	16.73994	16.10812	20.0231	20.72459	18.48302
ETF1	15.33802	16.60263	18.61278	20.27606	19.5947	16.24109	17.04877	19.60773	18.30759	17.94444	18.5753	19.29237	19.34705	18.54838	19.19801	19.17616	19.44312	17.80694
GRB2	16.73223	19.47088	18.97225	15.88416	18.97418	16.08889	17.53763	20.19641	16.82172	19.78285	17.90902	20.79042	19.41429	19.56374	19.90008	19.16369	18.2923	20.20514
RPL38	18.01846	20.13896	20.89126	21.72197	19.93301	21.35472	17.58292	21.30129	16.9573	17.2351	18.46511	18.28116	17.5874	17.78596	18.72324	18.85936	18.51857	18.15441
SLC25A11	17.62581	18.13906	19.90599	20.0258	19.18783	17.47427	16.32183	20.21419	18.53252	18.62532	20.77056	20.02093	19.37333	16.97782	20.25107	21.5173	19.92907	19.097
SF1	17.8505	19.3274	17.14114	19.42117	19.17363	16.58675	16.97596	18.9105	19.29057	20.55721	16.96778	19.93531	19.79647	19.26872	19.26895	19.02602	19.20216	20.68149
DKFZp762E193	19.26908	16.19596	20.1673	16.4183	19.12384	20.70312	19.25197	19.43734	15.92554	17.45466	18.4108	17.53032	19.1766	18.93876	16.76976	18.12833	18.2298	16.85298
CAND1	19.45147	19.77942	19.05088	21.56579	19.4238	19.48623	19.75512	19.37063	19.32032	19.02109	16.41298	16.84684	19.90918	19.36585	18.87367	19.74164	19.80903	19.92898
APOL2	16.60913	18.91275	19.07851	17.5849	18.55052	17.21291	18.43624	18.23636	18.61227	19.52091	19.20111	19.17455	18.49091	19.7344	20.78077	18.04292	18.51491	19.64142
CPPED1	19.19167	20.71095	18.76212	18.28559	18.7513	16.56893	19.73158	20.20072	16.61843	19.37675	16.32257	18.00273	20.52535	19.16032	19.75196	19.74524	19.55046	21.51494
EIF3K	18.80622	18.08088	17.76068	19.57624	19.20067	17.84537	16.05106	18.95963	18.54132	18.61859	19.05616	20.33287	18.52145	18.46679	18.77481	19.64026	19.86118	19.7941
SFXN3	18.88151	20.91954	18.83414	20.35606	18.10072	16.75802	18.26842	19.1841	18.80898	18.40561	20.69013	18.35806	20.0414	17.76752	18.9309	19.0333	17.37908	18.94238
NEB	15.95171	16.73479	24.1925	22.93211	22.61047	25.23012	16.34894	21.26619	16.48888	21.1654	21.21152	20.91772	20.9534	16.67452	17.16506	14.85956	15.61515	20.79186
TIMM8A	15.98471	15.96666	18.60968	16.44556	18.64892	18.91485	18.73915	18.88896	15.88922	19.12237	19.21146	19.46242	19.06382	19.77251	20.02783	18.73354	19.47767	19.46856
G6PD	16.68469	16.82535	16.46189	19.31986	18.93442	18.42206	19.33488	19.56648	19.9631	16.22569	20.84529	20.66301	18.47279	20.7725	20.23444	19.51167	20.72284	21.27481
ARF4	19.98787	17.57893	19.73322	19.74075	19.55878	18.22133	16.83254	19.77899	18.16756	17.19925	19.11192	19.89538	19.47449	18.62257	18.65868	19.5177	20.72576	19.66598
