Gene	ER	ER.1	ER.2	ER.3	TNBC	ER.4	TNBC.1	ER.5	ER.6	ER.7	ER.8	ER.9	TNBC.2	ER.10	ER.11	TNBC.3	ER.12	ER.13	ER.14	ER.15	TNBC.4	ER.16	ER.17	ER.18	ER.19	TNBC.5	ER.20
SPIN1	0.089685979	-0.217244594	-0.143510297	-0.207912347	-0.12105901	-0.023398688	0.700625115	0.252912666	0.524406659	0.500534505	0.185260326	0.544772076	-0.207872618	0.643243982	0.055901649	-0.126707519	0.483274808	0.075349804	0.250373025	-0.180109616	0.499964879	0.00928543	0.040984478	-0.056003969	-0.040739736	0.033629603	0.527983204
SPIN2A	0.927173875	-0.417255057	-0.292864165	0.034257178	0.458729913	-0.067440209	0.790226328	0.21828954	-0.342015937	0.370787909	0.294373598	1.203688668	-0.448405488	0.277167474	-0.51750951	-0.271435647	0.156130037	-0.05616969	0.14703783	-1.499612782	-0.529290525	0.228340888	0.294882738	-0.387308443	-0.002113579	-0.461980932	0.642202226
SPIN3	0.553431429	-0.174057345	-0.25823438	-0.090786507	0.012407144	0.206429509	0.525075562	0.296127385	0.694708065	1.344764363	0.163776561	1.315707388	-0.552424676	1.126629357	-0.20508574	-0.617452247	0.379528219	0.10357517	0.19132183	0.274550685	0.42478865	-0.090114372	-0.088329465	-0.099954683	0.838492547	0.313076541	0.575494714
SPINT1	-0.940742508	-0.472986612	0.060303428	-0.673451524	0.371356508	-0.34930181	0.735498389	-0.363242392	0.241979645	-0.947093278	-0.384692578	-0.27091986	0.580673194	-0.1491694	-0.094522357	0.457751513	0.039470601	-0.244910283	-0.577673691	-0.469504141	0.148727499	0.327708591	0.035598275	0.166324959	-1.253146096	-0.056053175	-0.426915231
SPINT2	-2.11236069	-0.333086521	0.316120228	-0.664879035	-0.823833982	-0.703132681	1.182924402	-0.732478303	0.406471688	-1.396623427	-0.309783476	-1.377637155	0.934377885	-1.156365834	-0.312410561	0.766403753	0.546408208	-0.535677234	-0.637280825	-2.064297226	-0.448738261	0.306400907	0.285247869	0.161730335	-2.056624137	0.06472067	0.091486452
SPIRE1	-0.39047921	0.149904783	0.09964101	0.365042951	0.606633689	0.277331796	-0.105915796	-0.021978359	0.664458675	-1.072690783	0.257157903	-0.652399851	0.333851879	0.02706945	0.009045908	0.264522784	0.170383565	-0.140746072	0.017391624	-0.440950534	-0.730144354	0.077803585	0.012870314	-0.104287078	0.642800073	-0.044739272	0.069368841
SPON1	0.1382358	-0.631320796	-0.193845382	-0.106594992	0.712464514	0.388943769	-0.395439953	1.629839355	0.008442014	1.340100206	0.749599925	1.035923386	0.173244883	2.016493183	-0.276948567	0.035089849	-2.11774815	0.286507957	0.22089643	1.8877989	-0.298600954	-0.25940665	1.361920956	-0.552417871	0.091566128	0.103324391	0.419211218
SPON2	-0.261029942	-0.42662422	0.142247788	-0.542143619	0.879176027	-0.118459453	0.693504478	1.006945287	-0.237627343	0.530043562	0.342073319	0.039199177	-0.016923817	2.217681135	0.176918132	-0.26131356	-1.625631458	-0.927028941	-0.593271885	NA	-0.485868581	0.037483965	-0.067547751	NA	-0.89364225	-0.171181826	0.715586269
SPOUT1	-1.32504648	0.048713762	0.022098934	0.256723269	-0.130623238	0.336437991	0.7669407	-0.155258519	-0.356246918	-1.512796358	-0.163534707	-0.199164426	0.086132625	-0.371492701	-0.307594971	-0.024364919	0.471842892	-0.025585786	0.049423595	-1.305098654	0.455378953	-0.057500307	0.081937551	-0.008001554	-0.514899897	-0.310627771	0.043453322
SPP1	-0.465769092	0.285301277	0.557955029	-0.990555845	-0.074399518	-1.025553136	-1.361946238	-1.341447313	-0.502046013	0.136969641	-0.20874962	0.171269689	-0.570999567	2.721673156	0.220836401	-0.785019972	-1.565129465	-1.102778453	-1.261775319	-0.017112052	1.036248114	-1.083602509	-0.619237379	0.294991826	-0.087737257	-1.315281955	-0.34337002
SPP2	-0.52647975	0.000948442	-0.496645703	-0.292089492	-0.241233242	0.052498332	-0.489432584	0.527744339	-0.75025568	-1.89507584	-0.204171575	-1.905373345	-0.526910805	-0.164795705	-0.873452005	-0.032024266	-1.313842947	-0.432188705	0.064560477	-1.781321328	-0.949934644	-0.67153845	1.155145062	-0.825873253	-1.502561258	-0.809357469	-0.526883526
SPPL2A	0.26476631	-0.127203338	0.471002225	0.066072341	0.153557144	0.265917754	-0.528745565	-0.028483723	0.306965405	-1.486199413	0.116674988	0.589393453	-1.001728688	0.510602795	0.235389384	-0.483151938	0.271972348	0.295572858	0.334977105	1.354423279	0.194049605	0.142140963	0.253492258	-0.580708665	-0.088035136	0.285432637	-0.364758813
SPR	1.31180709	-0.039662556	-0.26595919	0.073064479	-0.391156014	0.479213221	-0.44273368	0.340633824	1.270878678	-0.101194538	0.760224896	0.175735705	-0.7608321	0.468892195	-0.385246735	-0.430981497	0.277520256	-0.31090056	0.588568959	0.821452736	0.474858791	0.727230553	0.449474738	-0.332451904	0.465992525	-0.555415283	0.099068809
SPRYD3	0.69528935	0.035352152	0.119110411	0.193767966	0.121048592	-0.025630054	-0.562635616	0.242421819	0.203768628	1.295232769	0.000913167	-0.077444057	-0.000234516	1.12097035	0.085141345	-0.104457676	0.007521235	0.324923955	0.099572151	0.856904704	0.789140997	-0.123268965	0.297387913	0.241644172	1.090531719	0.289028978	0.338600863
SPRYD4	0.462199735	-0.25252906	-0.301351752	-0.137768578	0.086848791	-0.302876036	-0.444502026	-0.517741312	0.957292111	-0.059793834	0.311346036	-0.110328978	-0.241673316	0.340877196	0.220560767	-0.24864204	0.599458331	-0.333885097	-0.36368881	0.595014063	-0.452830943	-0.153345595	-0.24451637	0.154672697	0.569263269	-0.14054211	-0.363346786
SPRYD7	-1.884358354	0.02526669	0.36213274	-0.376251718	-0.37661858	-0.17744483	0.104706043	-0.652579311	0.082490331	-0.506233411	0.045801604	-1.432677547	0.347483783	-0.545192096	0.150682456	0.158646523	0.547552583	0.183344682	-0.179167263	-1.149416855	-1.341130952	-0.102369506	-0.192745493	-0.502710159	-1.018480377	0.087217117	-0.672108314
SPTA1	0.126518069	-0.570766179	-1.104571187	-0.154269514	0.905209797	0.179967581	-1.365369905	-0.060259509	-1.110525062	-0.966894997	-0.909891772	-0.723193006	1.09471477	-0.283656722	-0.704394007	1.066797837	-1.641456305	-1.061152728	-0.848180135	-0.319156741	-0.50317271	-0.742951461	1.137744344	0.965359635	-0.595430972	-1.395141225	-0.054567252
SPTAN1	0.279846512	-0.136844864	-0.283405717	0.258270864	-0.01805757	-0.045148123	0.472598777	0.239953775	-0.39460762	-0.292909533	-0.123840049	0.275694041	-0.036128017	-0.083320664	-0.108676654	-0.005967721	-0.217267659	0.190327112	0.073878894	0.163598133	0.286222276	-0.170576974	0.460963322	-0.132988265	0.231151635	-0.177271829	-0.038056663
SPTB	0.039577502	-0.459268764	-0.917900888	-0.154947018	0.67337262	0.058133444	-0.813681102	0.011319632	-0.897455075	-0.765486121	-0.56398171	-0.482931637	0.944782403	-0.16534858	-0.540562825	1.072502042	-1.226277884	-0.771244394	-0.549771641	-0.243904711	-0.456333541	-0.515130068	1.18061027	0.919588446	-0.58203799	-1.101443106	-0.073763599
SPTBN1	0.536496104	0.018679487	-0.289265917	0.222654739	0.080955976	0.019674476	0.39407554	0.344961196	-0.228102857	-0.103089809	-0.191519738	0.430185345	0.04488584	-0.107473141	-0.04834851	0.080128924	-0.345116589	0.143626898	0.308224237	0.329357009	0.204963348	-0.201890918	0.609815655	0.094987225	0.451274649	-0.04705569	-0.167571866
SPTBN2	-0.514326044	-0.427981085	-0.259442308	-0.007297432	-0.368607249	-0.688210264	0.928875155	-0.05929824	-0.994685085	-0.634927697	0.372699344	-0.143465301	-0.179803695	-0.302381317	-0.509945202	-0.122438098	-0.771770871	-0.47749771	-0.424987783	-0.023743749	0.627538933	0.112727886	-0.221906683	-0.205001757	-0.309000791	-0.079607359	-0.035359189
SPTBN4	-0.219000498	-0.167576004	-0.131334249	0.37900296	0.285188689	0.412872007	0.573673231	0.306505123	-0.391205471	0.024970367	0.098323932	0.084463261	-0.118380825	-0.357506567	-0.431584103	-0.019775344	-0.042695407	-0.078636022	0.498911015	-0.076157765	0.60460044	0.050785191	0.805743494	0.175236338	0.298974412	0.099337886	0.114343913
SPTBN5	-1.8860197	0.27820844	0.513406043	-0.044058914	-0.141770945	0.18001711	-0.196774637	0.209784877	0.020584346	-2.015077172	-0.124949671	-0.693464655	-0.367247525	-0.662506102	-0.389053694	0.540417945	0.021355152	0.192928039	-0.025738671	-1.984331246	0.344108219	-0.378820616	0.219294771	-0.096344322	-2.371502106	-0.575672199	-0.385868933
SPTLC1	-0.417206847	0.119312646	0.605519769	-0.268769078	-0.441753161	-0.213399597	0.423043743	0.032968641	-0.037491796	-1.147232003	0.144291937	-0.46381538	0.289879554	-0.604111615	0.092667468	0.325171102	0.431780131	0.353798727	-0.103037539	-0.541749923	-0.419637882	-0.14586249	-0.298695967	-0.02892052	-1.102983916	-0.320335103	-0.405980926
SPTLC2	-0.63926832	0.088220438	0.386493799	-0.6433851	-0.536352681	-0.165152499	-0.498094905	0.061579793	-0.171477562	-0.785469365	0.190479146	-0.288489654	0.06719118	-0.096332097	-0.204214783	0.232429504	-0.147308615	-0.092207801	-0.115582559	0.07450209	0.078195082	-0.107477622	-0.087391463	-0.274062593	-0.552655267	-0.105650728	-0.070577851
SPTY2D1	NA	0.189777648	0.446532365	0.511571617	0.31784493	0.427771547	0.568101369	-0.245093726	NA	-2.249666245	0.059262516	-1.011838476	-0.092683365	-1.446125233	0.461695714	0.291660137	0.139901789	0.132142279	-0.243845277	-1.7784725	-0.71356723	0.00256551	-0.295170562	0.159615478	-2.082785452	-1.011308091	0.01727785
SQLE	0.688403319	-0.121105451	0.18796817	-0.686973487	0.266387628	-0.947659116	0.879350496	0.057246702	-0.256951508	1.110774196	-0.811990823	1.158065965	0.506225592	1.000929913	0.162516673	0.394571291	-0.434252496	-0.43797935	-0.324303063	-0.230943168	1.707360088	-0.612007211	-0.280437181	0.068317484	0.598210401	-0.161146179	-0.167333577
SQOR	0.501584948	0.080601249	-0.001296069	0.121401327	-0.388561142	0.090281769	-0.472139383	-0.264961116	0.651379118	0.270712505	0.149177558	0.693248526	0.429744692	0.749970686	-0.32537755	0.357875908	0.110221268	-0.069547581	0.121565631	0.305815739	0.739746562	0.062705607	-0.122766649	0.095831741	0.321839754	0.012834523	-0.557432438
SQSTM1	0.032862759	0.462372957	-0.232723676	-0.441610121	-0.859273804	-0.847998778	-1.314463868	-0.316345313	-0.740361809	0.232971934	0.521771994	0.105381659	-0.759852348	0.047231526	-0.699840117	-0.503888592	-0.294944367	-0.737172825	-0.370096035	0.145613519	-0.010873199	-0.391657513	-0.370224343	-0.099596832	0.330727826	-1.018029536	-0.824984303
SRA1	-0.126909931	0.080008012	-0.169304453	0.62923423	-0.030142093	0.449872166	-0.735661476	-0.14642742	0.28361521	0.308354201	-0.050633334	-0.47164603	-0.095907856	0.644970622	0.265322153	0.026831707	0.275940131	-0.170489995	0.014362126	-0.193898158	0.22530829	0.372360664	0.217581664	0.328600792	0.092127322	-0.309198561	-0.230128192
SRBD1	0.471757996	-0.005661946	0.034651667	0.002142384	-0.227194138	0.064434398	0.291301247	0.096565246	0.052843593	0.013778694	0.056194486	0.246689221	-0.059701507	0.406077265	0.050649438	0.007818522	0.406435424	0.062765415	0.324978813	0.565866909	-0.142448398	0.036583517	0.008191721	-0.097116847	0.507557917	0.101384937	-0.064462338
SRC	0.159879334	0.013576619	-0.169683357	-0.034840577	0.085048165	-0.129130157	0.032573356	0.094860607	0.22838965	-0.42645717	-0.224614943	-0.142535684	0.577959946	0.199872361	-0.021503577	0.433568721	-0.519623549	0.037959112	-0.249472266	0.099976483	0.306271273	-0.325008878	-0.11284133	0.321518512	-0.100720826	0.278889545	0.192725374
SRCAP	-0.727574325	0.019835583	0.45708879	0.000247481	-0.094579646	-0.45059998	0.352832472	-0.185977103	0.153226437	-1.210012559	-0.136209374	-0.216773645	0.094397562	-0.365611781	0.16152894	0.200141754	0.279586581	0.406394842	-0.023842622	-0.468661696	-0.488896603	0.033651629	-0.270980612	-0.26226235	-0.582277339	-0.148248098	0.216792902
SRCIN1	-0.268140965	-0.450155208	0.594459349	-0.374452801	0.635870501	0.366894969	0.722371156	0.237363991	0.16300588	-1.013230693	0.356880908	-0.117434992	0.39899052	-0.411601176	-0.202546208	0.32710327	1.124660929	-0.287393026	0.003683011	-0.242001962	-0.877113318	0.187532046	0.41666302	-1.305366038	-0.26116709	-0.464697155	-0.11342113
SREBF2	-1.483300605	0.267312423	0.50208455	0.089350353	0.424437457	0.781685874	0.322460789	0.130871685	0.563833777	NA	0.306441097	-1.546606153	0.499620433	-1.036364844	0.007564612	0.131546685	-0.179864018	0.185422775	0.667569478	-1.266005342	-0.647236986	-0.003141558	-0.046485267	0.016832215	NA	0.481426774	0.497676376
SREK1	0.292086216	0.07604218	0.070119007	-0.222102419	-0.382651232	-0.217239049	0.233249947	-0.081316178	0.215841675	0.217512359	0.02545635	0.064025514	-0.367522248	0.270190563	0.029703557	-0.202273174	0.312873481	-0.056136356	-0.026234158	0.200412654	0.275509256	0.028530313	-0.110433093	-0.041419583	-0.003643912	0.086612533	-0.010476386
SREK1IP1	0.911268128	0.159400357	-0.033623946	0.579800772	0.769470669	0.944735037	0.570197454	0.326953046	-0.457676258	0.401229134	0.196858505	-0.304115441	-0.0684552	-1.044338531	-0.68361442	-0.100561235	0.163357527	0.272931133	0.298227795	-0.42205358	0.278051954	-0.922485305	0.14381978	-0.327197953	-2.12187887	0.067970284	-0.199741691
SRF	-0.397966418	-0.010621754	0.060436969	-0.656862248	0.014686823	-0.516968421	0.762738418	0.249253187	-0.195136601	-1.709686227	-0.665082139	-0.99767316	0.068728325	-0.37498336	-0.334094195	0.09422935	0.163956324	-0.026686756	-0.241304236	-0.634719832	0.564187422	-0.11263381	-0.229887399	-0.625063757	-0.015303925	-0.466324166	0.16779486
SRFBP1	-1.280888126	0.3837387	0.073183932	-0.299064401	0.019453677	-0.104826797	0.788434853	0.074704339	0.173971773	-1.60965221	-0.268416035	-1.170174792	-0.113145894	-1.17693646	0.402347456	-0.181583125	0.34317952	0.244333862	0.065852096	-1.897917062	-0.55613078	0.001032418	-0.419694743	0.003758704	-1.682645524	-0.053489302	-0.274129135
SRGAP1	-0.331665079	0.271800076	-0.322712667	0.275804494	-0.159990186	0.111274351	0.339192134	-0.13812203	0.577053978	-0.328021851	-0.188610431	-0.177093679	0.103804022	-0.14632258	0.069309714	0.142497856	-0.341690246	-0.09679435	0.335664226	-0.478717295	-0.563526747	0.636843112	0.035757634	-0.223927246	-0.543688093	-0.292279551	0.412802879
SRGAP2	-0.22528204	-0.002279286	-0.031828716	0.209081729	0.412007527	0.131717902	0.045928252	-0.056247038	0.116044073	-0.161197699	0.037144586	0.032148616	0.395194692	0.035122714	-0.152190293	0.472907251	-0.512343712	0.246400083	0.497567188	-0.250524654	0.410220016	0.144556369	0.149554717	0.092117345	0.129720332	0.427412084	0.169383773
SRGAP3	-3.645911791	0.469171049	-0.099100196	0.026875091	-0.360416683	0.10092548	0.10367326	0.130461914	-0.086992462	-0.953543008	0.271162642	-1.265525376	-0.130659599	-0.519226988	0.028404548	0.342903232	0.337213876	-0.111586557	0.772341998	0.947844809	-0.963745423	0.103566086	0.111670396	-1.191508198	0.899080525	0.342465763	-0.09871958
SRI	0.569384074	-0.647387329	-0.212863705	0.206572849	0.249491549	0.24983841	-0.496497377	0.289716464	-0.12911405	0.452442166	-0.323634026	0.262466375	-0.235675828	0.592693891	-0.450209214	-0.247884735	-0.12134385	-0.207192459	0.261840554	0.517619445	0.125258005	-0.746188755	0.151333888	-0.092734993	0.443069142	-0.120213589	0.491035312
SRM	0.909718174	0.095746761	-0.400205636	0.295657945	0.28262353	-0.290186239	0.440784435	-0.166090113	-0.32601127	1.260436761	-0.101445532	1.23740368	0.144514212	1.110811615	-0.512954815	0.166185919	-0.316726038	-0.015004403	-0.307564176	0.853567287	0.518037444	-0.138042009	0.195718716	-0.57861898	1.050888826	-0.278004155	0.05734857
SRP14	-0.72715223	-0.08003579	-0.016995297	-0.100705671	-0.031616048	0.19845005	0.347773604	0.02803308	0.261503404	-1.338191958	0.394068475	-0.454897658	-0.379656599	-0.709671585	0.448673454	-0.319972366	0.277017918	0.116499406	0.35721729	-0.948122735	-0.606918163	0.544576334	-0.200362811	-0.250294411	-1.239614426	-0.08963189	-0.322395838
SRP19	0.620421208	0.305519573	-0.005759915	0.687221811	0.232758423	0.126373688	-0.618644753	-0.272245801	-0.117553467	1.296120263	0.282458008	0.196017209	-0.148648293	0.18455549	0.20716702	-0.197080134	-0.306990056	-0.105650412	-0.170058618	0.758469241	0.008591149	-0.343440227	-0.117308721	-0.210064974	1.086156105	-0.131331296	-0.173546341
SRP54	-0.241368427	0.401825271	0.115068375	0.391885853	-0.099247928	0.009646242	-0.320133905	-0.372266807	-0.038927011	-0.117939652	0.258335349	-0.356489604	-0.071075578	-0.024031607	-0.094393184	-0.081673598	-0.126566379	-0.039207529	0.106056772	-0.347134122	-0.145262048	-0.150583749	-0.119503596	-0.125075093	-0.274719226	-0.067945351	-0.055145313
SRP68	-0.357570858	0.402718704	0.119188697	0.158457739	-0.416380458	-0.212197059	-0.097781912	-0.321054658	-0.050974442	-0.312753739	0.446920902	-0.252897278	-0.138627413	-0.22667672	0.124571872	-0.130382613	-0.178102671	-0.054460695	-0.070954302	-0.540374979	-0.193967266	-0.062980737	-0.083083878	0.054636486	-0.29500363	-0.171381777	0.107047647
SRP72	-0.105996442	0.428070214	0.034688024	0.389961925	-0.153928205	-0.030582409	-0.135943553	-0.123526912	0.085431562	-0.324150221	0.46654832	-0.606767714	-0.113620443	-0.35645316	0.083258396	-0.181179348	-0.199704276	-0.060571285	-8.42e-05	-0.3228369	-0.060424474	-0.069556362	-0.09232654	-0.083343459	-0.550380269	-0.135147968	-0.088677608
SRP9	-0.607032484	-0.044838438	0.17923687	0.247119061	0.296136523	0.530726468	0.631849275	0.015177781	0.573349005	-0.203742863	0.454134913	-0.015903466	-0.132995417	-0.373610457	0.529397152	-0.160551261	0.293250412	0.331520123	0.732416844	-0.589357599	0.154409491	0.623531494	0.286656943	-0.025435264	-0.608494082	0.437026055	-0.009419047
SRPK1	-0.621168279	-0.221794601	-0.27735087	-0.179131401	0.262254847	-0.265904304	0.653576291	-0.037401889	-0.425771907	-1.227428432	-0.417609482	-0.401123566	0.243477303	-0.526511856	-0.079093204	0.215240141	-0.11276519	-0.25627495	-0.448049	-0.596433752	-0.047367228	0.120550968	-0.235083426	0.133856891	-0.820762936	-0.014697455	-0.30011864
SRPK2	-0.549634291	0.073549489	-0.083711672	-0.226473634	-0.116409215	-0.408007174	0.104159956	0.077169265	-0.011575407	-0.562947065	0.093252576	0.025591342	-0.041430664	-0.408569066	-0.062003314	-0.152615492	0.620311322	-0.161241736	-0.426742663	-0.324791122	0.090285897	0.11504943	-0.192151422	0.069189255	-0.240869488	-0.210895074	0.47704579
SRPRA	-0.190161519	-0.129205393	0.346739882	0.191908013	-0.064180334	-0.352183196	0.732731202	-0.222931344	-0.099280346	-0.037972545	-0.301864165	-0.310847552	0.281336844	0.314294377	0.300998117	0.29853009	0.245744675	0.421813155	-0.065492647	-0.161959762	-0.058062694	0.073276106	-0.003572027	0.541494602	-0.204745351	0.344864857	-0.021473331
SRPRB	-0.517516153	-0.256707982	0.215837675	-0.506795243	-0.547234968	-0.498686017	0.688129791	-0.531711974	-0.340408231	-0.410668281	-0.343752309	0.239725253	-0.036091189	-0.230712544	0.759509266	-0.029512051	0.272319533	0.633076275	-0.324475001	-0.749717166	-0.104351107	-0.141346249	-0.361046248	0.600166618	-0.898017241	0.414137304	0.094497026
SRPX	1.004569402	-0.388080236	0.678790915	0.218918908	-0.036154657	0.404020199	-0.587614368	0.906836051	-0.115262148	0.160584496	0.981130293	0.39348024	-0.028504323	1.873532695	0.34885287	-0.179262106	-1.387998184	0.113913117	-0.313278662	0.916187011	0.157654868	-0.012554561	0.044874824	-0.418675911	0.273755907	-0.01710697	1.006137522
SRPX2	-0.434112405	-0.4789634	0.49476694	-0.600097975	-0.378519116	-0.675074728	-0.833859138	0.938055894	-0.179257512	0.022790645	1.194184584	0.140604844	-0.271337945	1.154849438	0.20780867	-0.183457278	-1.721481183	-0.269699706	-0.545926068	-0.072089429	0.555666446	-0.017439601	-0.266679575	-1.004040448	-0.092471099	-0.091692884	0.673670454
SRR	0.346025255	-0.648667666	-0.421057488	-0.086693954	0.014594308	0.560311227	-0.974405662	0.804622032	-0.329190921	0.36783115	0.649370209	1.263381616	-0.206007812	0.644714786	-0.466197563	0.00963549	0.337142572	-0.443636238	0.013822001	0.455925646	-0.464170061	-0.224343664	0.436506194	-0.384968217	-0.033404249	0.095799094	0.113549624
